application_type,expected_users_per_day,concurrent_users,storage_required_gb,deployment_region,required_vcpu,required_ram_gb,cloud_provider_reference,reference_vm_type,price_per_hour,traffic_pattern,monthly_cost
E-Commerce,332338,90,5,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
E-Commerce,6549,398,106,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
News Portal,238282,14235,2908,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
Social Media,95323,3554,182,asia-south,8,16,AWS,c5.2xlarge,0.34,Low,244.8
Banking,229825,12936,4,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Portfolio,135766,4891,242,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,407951,49810,2886,asia-south,16,32,GCP,n2-standard-8,0.388,Medium,279.36
E-Commerce,27459,308,81,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Healthcare,1184,117,1622,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
Portfolio,4214,71,2,europe-west,2,4,GCP,e2-medium,0.033,High,23.76
ERP,71758,164,272,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
CRM,683,36,4299,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
E-Commerce,288788,25,6,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,997,26,122,europe-west,2,4,Azure,B2s,0.05,High,36.0
Healthcare,189470,16,4,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
E-Commerce,8804,59,52,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
E-Commerce,143683,12470,633,asia-south,16,32,Azure,F4s_v2,0.169,High,121.68
Streaming,360796,26458,1718,europe-west,16,32,Azure,F4s_v2,0.169,Medium,121.68
ERP,5438,54,1847,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Blog,46564,14337,929,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Streaming,1179,113,1641,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,105209,47,77,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,122205,11633,1006,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
E-Commerce,2015,186,973,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
CRM,242,242,191,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Banking,5838,323,2,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Healthcare,756,73,17,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Healthcare,120898,13033,96,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Healthcare,1542,59,444,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
ERP,321841,7188,4,asia-south,8,16,GCP,n2-standard-8,0.388,Low,279.36
News Portal,401032,33141,31,us-east,16,32,Azure,F4s_v2,0.169,Medium,121.68
ERP,245019,38180,28,asia-south,16,32,GCP,n2-standard-8,0.388,Medium,279.36
Portfolio,21801,989,6,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Social Media,1621,1621,66,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Banking,110674,782,692,us-east,8,16,AWS,c5.2xlarge,0.34,Low,244.8
Streaming,48418,952,4834,europe-west,8,16,GCP,n2-standard-8,0.388,Low,279.36
News Portal,418205,48426,1218,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
Banking,3827,5,1572,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
News Portal,317,122,37,asia-south,1,2,AWS,t3.small,0.0208,Low,14.98
Healthcare,493727,24948,1099,us-east,8,16,AWS,c5.2xlarge,0.34,Low,244.8
E-Commerce,141059,146,380,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,1131,205,26,asia-south,2,4,Azure,B2s,0.05,Low,36.0
Social Media,58435,1001,45,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
Streaming,201,16,995,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Healthcare,15719,386,10,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
ERP,3419,553,634,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Healthcare,3952,172,118,europe-west,2,4,Azure,B2s,0.05,Low,36.0
Social Media,1355,1355,8,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Portfolio,1718,26,53,europe-west,1,2,AWS,t3.small,0.0208,Medium,14.98
Social Media,7014,424,287,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,1394,57,133,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
CRM,7691,34,2,europe-west,1,2,AWS,t3.small,0.0208,Low,14.98
E-Commerce,18316,1886,1226,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,52161,3640,588,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Streaming,39988,34,21,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Streaming,1328,11,205,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
CRM,272,15,339,us-east,1,2,AWS,t3.small,0.0208,Low,14.98
Healthcare,135031,188,11,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
Banking,184118,13419,157,europe-west,8,16,AWS,c5.2xlarge,0.34,Low,244.8
CRM,423875,210,5,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Portfolio,364815,17071,290,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Blog,28490,1646,1720,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Healthcare,218631,60,4,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Social Media,6658,181,3057,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Blog,94700,15,7,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
E-Commerce,352533,28833,78,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
Social Media,101563,23,24,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
ERP,5173,575,6,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Healthcare,3843,317,38,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Streaming,1957,288,39,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
E-Commerce,3534,90,4002,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,122829,374,177,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,48382,6098,20,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Blog,1413,84,4,europe-west,1,2,GCP,e2-small,0.017,Low,12.24
E-Commerce,52334,1863,560,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Portfolio,3892,212,3368,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
Healthcare,15715,101,3,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,3627,3627,4215,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,11844,11,3,us-east,1,2,GCP,e2-small,0.017,Medium,12.24
CRM,60375,3486,72,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
Social Media,61005,922,784,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
ERP,72494,10988,4295,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
Blog,4263,111,4,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
Healthcare,44391,5766,1640,us-east,8,16,AWS,c5.2xlarge,0.34,Low,244.8
CRM,1295,32,34,europe-west,2,4,Azure,B2s,0.05,High,36.0
E-Commerce,8381,622,2035,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Banking,19160,449,4402,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
News Portal,43019,1759,71,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,251153,6,2970,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,2171,333,106,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
ERP,149026,11,34,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,2281,133,40,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Banking,15010,874,7,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,130276,6671,320,asia-south,8,16,AWS,c5.2xlarge,0.34,Low,244.8
ERP,57312,32,53,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Streaming,171005,11109,116,asia-south,16,32,Azure,F4s_v2,0.169,Medium,121.68
E-Commerce,117476,14010,4300,us-east,8,16,GCP,n2-standard-8,0.388,Low,279.36
Portfolio,1738,1738,184,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Portfolio,473118,56816,38,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
News Portal,305418,4301,143,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
Streaming,5791,231,419,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
News Portal,289,38,421,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
Streaming,2149,271,22,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,138748,10067,16,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
E-Commerce,340432,24699,227,us-east,8,16,AWS,c5.2xlarge,0.34,Low,244.8
CRM,133968,15029,1517,asia-south,16,32,AWS,c5.2xlarge,0.34,High,244.8
CRM,4458,308,4,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Streaming,311,42,39,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
E-Commerce,11475,461,18,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
ERP,3802,156,233,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,523,10,941,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
E-Commerce,458,458,342,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
Portfolio,662,64,11,us-east,1,2,Azure,B2s,0.05,Medium,36.0
Portfolio,1001,149,279,asia-south,1,2,Azure,B2s,0.05,Low,36.0
CRM,72837,38,806,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
Blog,3963,319,36,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
Blog,6105,154,147,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Healthcare,21592,63,6,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,366021,7916,24,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
Blog,74382,2283,336,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
E-Commerce,31270,1633,159,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,67379,5243,4521,asia-south,8,16,Azure,F4s_v2,0.169,Low,121.68
Social Media,55609,6901,49,europe-west,8,16,GCP,n2-standard-8,0.388,Low,279.36
Portfolio,44305,246,1037,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
Blog,9723,216,4792,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
Portfolio,16871,2440,53,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
E-Commerce,7399,776,5,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
CRM,4396,157,4058,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
Blog,1664,1664,6,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Blog,3221,1467,109,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
E-Commerce,5717,82,7,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
CRM,18609,1452,4402,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
CRM,9990,1144,3,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,465,76,3,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Portfolio,2859,102,28,us-east,1,2,Azure,B2s,0.05,Medium,36.0
News Portal,3796,94,1664,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
News Portal,50480,104,3,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Streaming,2705,64,2,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Streaming,213,213,3,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
CRM,387,8,128,asia-south,1,2,GCP,e2-small,0.017,Medium,12.24
Healthcare,9768,104,219,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
CRM,874,874,49,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
Blog,9588,9588,185,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Banking,17871,547,5,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,297027,688,6,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
News Portal,33779,7197,569,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Banking,255,54,98,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
CRM,3933,230,2398,asia-south,2,4,Azure,B2s,0.05,Low,36.0
Social Media,99346,8171,204,europe-west,8,16,Azure,F4s_v2,0.169,Low,121.68
CRM,1536,175,239,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
E-Commerce,277992,11130,13,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Blog,12548,372,1840,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
E-Commerce,412,6,1771,asia-south,1,2,AWS,t3.small,0.0208,Medium,14.98
Banking,1325,1325,2,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
CRM,240204,2785,210,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
ERP,467682,4967,1825,europe-west,8,16,GCP,n2-standard-8,0.388,Low,279.36
CRM,171201,24590,961,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
Healthcare,2458,54,28,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
Social Media,81928,109,43,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,1138,60,19,us-east,2,4,Azure,B2s,0.05,Low,36.0
Blog,4051,327,1310,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
News Portal,46770,19774,21,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
ERP,392011,1659,855,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
Blog,6214,15,2298,asia-south,1,2,Azure,B2s,0.05,Low,36.0
Banking,9679,14,441,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,1120,90,19,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Healthcare,4690,4690,37,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,327,26,1991,us-east,2,4,GCP,e2-medium,0.033,High,23.76
CRM,165369,211,2567,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Streaming,240,240,165,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
ERP,42034,1876,96,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Blog,1696,73,158,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
E-Commerce,8295,52,193,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,1810,58,91,us-east,2,4,Azure,B2s,0.05,Low,36.0
Social Media,4576,127,12,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Banking,14419,18,566,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Streaming,30113,2990,482,asia-south,16,32,AWS,c5.2xlarge,0.34,High,244.8
Streaming,313376,35375,4,asia-south,16,32,GCP,n2-standard-8,0.388,Medium,279.36
News Portal,2690,456,3,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Portfolio,19424,2581,106,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,231754,21651,228,asia-south,16,32,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,1937,1937,2055,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
CRM,173947,21581,12,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
Blog,358711,4375,59,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
E-Commerce,151622,21651,23,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
News Portal,17274,735,4415,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Social Media,56851,2748,361,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
E-Commerce,8623,513,190,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,21403,809,3,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
Blog,409482,8300,456,asia-south,16,32,GCP,n2-standard-8,0.388,High,279.36
News Portal,1427,1427,37,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,98641,3377,289,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
ERP,10500,129,4,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
Blog,798,154,170,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Banking,30741,2473,9,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
CRM,98548,61,3309,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
News Portal,17125,788,6,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
News Portal,140145,93,14,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
E-Commerce,3501,97,54,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
Social Media,254659,6725,85,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Streaming,31914,1461,2083,asia-south,16,32,AWS,c5.2xlarge,0.34,High,244.8
Portfolio,107181,14182,1609,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,1693,133,10,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
Social Media,6561,539,122,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
Banking,246522,11131,1699,us-east,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
CRM,298,4,120,us-east,1,2,GCP,e2-small,0.017,Low,12.24
Blog,4718,340,21,asia-south,2,4,Azure,B2s,0.05,Low,36.0
Social Media,89641,2975,78,us-east,8,16,Azure,F4s_v2,0.169,Low,121.68
Social Media,67370,2453,6,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
Streaming,156601,683,85,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
Streaming,65078,4067,127,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Healthcare,330516,68,10,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,9865,9,32,asia-south,1,2,AWS,t3.small,0.0208,Low,14.98
Banking,26444,98,18,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
CRM,151874,8871,3642,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,48454,12,3,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Portfolio,444,31,760,asia-south,1,2,Azure,B2s,0.05,Low,36.0
Blog,3532,158,10,europe-west,1,2,Azure,B2s,0.05,Low,36.0
Blog,15090,1421,36,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Healthcare,73369,6087,450,asia-south,16,32,GCP,n2-standard-8,0.388,High,279.36
CRM,14062,5374,1696,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
ERP,87719,1781,2,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
E-Commerce,140338,3467,5,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
ERP,1592,1592,36,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,24802,4602,100,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Streaming,15634,209,3962,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Streaming,1184,94,147,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,9239,543,170,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Social Media,14623,76,1717,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,119757,194,131,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,7370,15,15,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
Streaming,377,60,10,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
E-Commerce,9054,637,91,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
ERP,140714,14819,21,asia-south,16,32,GCP,n2-standard-8,0.388,High,279.36
News Portal,17463,962,14,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Social Media,2424,8,53,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
ERP,269423,41,21,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
E-Commerce,676,38,108,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
E-Commerce,2581,240,2666,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,6115,514,70,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Portfolio,64363,1956,9,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Streaming,138308,5636,60,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
CRM,316,270,413,europe-west,1,2,AWS,t3.small,0.0208,Low,14.98
Portfolio,98247,10890,1802,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Social Media,56149,279,300,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
News Portal,219283,17,186,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
E-Commerce,229446,10956,74,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Streaming,87703,6078,155,asia-south,16,32,Azure,F4s_v2,0.169,Medium,121.68
Social Media,886,84,1224,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
News Portal,2331,26,22,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
ERP,303800,30,627,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
ERP,21557,1306,574,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
Social Media,13543,982,558,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Blog,258557,21560,200,us-east,16,32,AWS,c5.2xlarge,0.34,High,244.8
Streaming,186855,5002,5,us-east,8,16,GCP,n2-standard-8,0.388,Low,279.36
E-Commerce,59295,3472,2900,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
Social Media,199008,121,4376,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Blog,487,487,2153,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Blog,75010,7,2602,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
ERP,382136,2983,1750,us-east,16,32,Azure,F4s_v2,0.169,High,121.68
Healthcare,293,293,12,us-east,1,2,GCP,e2-small,0.017,Low,12.24
CRM,1145,1145,7,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Healthcare,99744,22,4,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
ERP,11698,547,4,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
Streaming,394,24,702,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Streaming,1628,42,21,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Banking,2524,764,26,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
CRM,2466,61,732,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
Streaming,192004,1358,9,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Portfolio,35530,45,196,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
E-Commerce,62840,14,326,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Portfolio,222,86,26,asia-south,2,4,AWS,t3.medium,0.0416,High,29.95
Social Media,5671,1261,86,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
ERP,2404,173,86,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
E-Commerce,156972,8,255,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,348515,43582,128,us-east,8,16,GCP,n2-standard-8,0.388,Low,279.36
Healthcare,5489,57,35,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Streaming,404978,7032,2101,us-east,16,32,Azure,F4s_v2,0.169,Medium,121.68
Social Media,224,25,998,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
Streaming,2557,2557,246,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
E-Commerce,85941,8006,83,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
ERP,3347,92,82,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Portfolio,269404,5464,73,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,1105,121,300,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Streaming,101078,129,923,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Portfolio,969,29,15,europe-west,2,4,AWS,t3.medium,0.0416,High,29.95
ERP,935,58,405,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
Portfolio,6541,504,290,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
ERP,324999,33730,60,us-east,16,32,Azure,F4s_v2,0.169,High,121.68
E-Commerce,19515,5,5,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
ERP,28763,400,206,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
CRM,216,9,3,europe-west,1,2,Azure,B2s,0.05,High,36.0
Blog,311,311,3751,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
Social Media,338,20,247,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Streaming,121934,9,11,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Blog,1276,69,553,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Social Media,2621,107,180,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,23638,1685,186,europe-west,8,16,Azure,F4s_v2,0.169,Low,121.68
Blog,19287,10,142,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
E-Commerce,4966,4966,879,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
ERP,207,207,626,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Streaming,6741,2007,49,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
News Portal,64820,3519,549,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
CRM,1260,679,25,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
Portfolio,51049,298,102,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,225,1,10,us-east,1,2,AWS,t3.small,0.0208,Medium,14.98
Portfolio,243437,4937,8,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,338225,77165,4,europe-west,16,32,Azure,F4s_v2,0.169,High,121.68
Streaming,204,12,293,europe-west,2,4,Azure,B2s,0.05,Low,36.0
CRM,7189,358,1538,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Healthcare,5095,5095,153,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Banking,145111,6079,46,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
Blog,13752,138,224,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Healthcare,23901,2942,1587,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,975,975,268,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Social Media,366,38,1938,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
CRM,45033,1612,5,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,25707,1110,4,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Portfolio,134658,365,5,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
